date_agg,week_date,days_since_coinbase,herfindal_index
202029,2020-02-24,35,0.17473328909199454
202029,2020-02-24,36,0.1747290284763931
202029,2020-02-24,37,0.17472629749282687
202029,2020-02-24,38,0.1747245860699119
202029,2020-02-24,39,0.17472454809713633
202029,2020-02-24,40,0.17472007430706424
202029,2020-02-24,41,0.17468892638026154
202029,2020-02-24,42,0.17465393660146278
202029,2020-02-24,43,0.1746401890037598
202029,2020-02-24,44,0.17463180549678281
202029,2020-02-24,45,0.17462844066800684
202029,2020-02-24,46,0.17462746853181019
202029,2020-02-24,47,0.17462729795800369
202029,2020-02-24,48,0.17462599772219789
202029,2020-02-24,49,0.17458437446845526
202029,2020-02-24,50,0.17458434785186494
202029,2020-02-24,51,0.17458417364672413
202029,2020-02-24,52,0.17458379716739167
202029,2020-02-24,53,0.17458365113218149
202029,2020-02-24,54,0.17458246247451104
202029,2020-02-24,55,0.17456880341998834
202029,2020-02-24,56,0.17456411066442681
202029,2020-02-24,57,0.17456400945773143
202029,2020-02-24,58,0.17456382576726051
202029,2020-02-24,59,0.17456331800220823
202029,2020-02-24,60,0.17456237641037894
202029,2020-02-24,61,0.17455860796813036
202029,2020-02-24,62,0.17455797690404878
202029,2020-02-24,63,0.17455525929052365
202029,2020-02-24,64,0.17285227864154767
202029,2020-02-24,65,0.17200312009525484
202029,2020-02-24,66,0.17200197512954774
202029,2020-02-24,67,0.17200146447768624
202029,2020-02-24,68,0.17200138161977488
202029,2020-02-24,69,0.17200106276874497
202029,2020-02-24,70,0.17199473165079515
202029,2020-02-24,71,0.17199437106189758
202029,2020-02-24,72,0.1719942257302039
202029,2020-02-24,73,0.17198823846189398
202029,2020-02-24,74,0.17198098366019948
202029,2020-02-24,75,0.17197096122627206
202029,2020-02-24,76,0.17196945844767261
202029,2020-02-24,77,0.17195485114012848
202029,2020-02-24,78,0.17183753500660703
202029,2020-02-24,79,0.17183283548274844
202029,2020-02-24,80,0.17183291967890893
202029,2020-02-24,81,0.17183247660140955
202029,2020-02-24,82,0.17183190663304823
202029,2020-02-24,83,0.17183023381646703
202029,2020-02-24,84,0.17183011359314673
202029,2020-02-24,85,0.1718296827723246
202029,2020-02-24,86,0.17182048862361093
202029,2020-02-24,87,0.17181879259069352
202029,2020-02-24,88,0.17181873296591429
202029,2020-02-24,89,0.1718175962475825
202029,2020-02-24,90,0.17181733001848412
202029,2020-02-24,91,0.17181637992559221
202029,2020-02-24,92,0.17181404636387834
202029,2020-02-24,93,0.17181363115643475
202029,2020-02-24,94,0.17181315999420221
202029,2020-02-24,95,0.17181270403606777
202029,2020-02-24,96,0.17181260977805346
202029,2020-02-24,97,0.17180966308114803
202029,2020-02-24,98,0.17180760562297165
202029,2020-02-24,99,0.17180429567467179
202029,2020-02-24,100,0.17180393852257303
202029,2020-02-24,101,0.17180214081203965
202029,2020-02-24,102,0.17180168522717379
202029,2020-02-24,103,0.17180002404174161
202029,2020-02-24,104,0.1717996496947059
202029,2020-02-24,105,0.17179965251185728
